contrast	filter	variant	method	set_name	thesis_expect	n_genes	effect	effect_name	p_method	p_kind	thesis_match	thesis_p	extra	sweep_id	sweep_q_within_contrast	primary_family	primary_family_q
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	zmean_welch	NHEJ_PLUS_POL	down	7	-0.248164959312663	score_KO_minus_WT	0.691840637769914	welch_two_sided	TRUE	0.345920318884957	exact_perm_p=0.35;n_assign=20;perm_effect=-0.248	54	0.999930595326927	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	camera_voom:estimated	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	15	1	camera_direction_sign	0.692693876042294	camera_two_sided	TRUE	0.346346938021147	Direction=Up;cor=estimated	422	0.999930595326927	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	camera_voom:mild	NHEJ_PLUS_POL	down	7	-1	camera_direction_sign	0.696464508264847	camera_two_sided	TRUE	0.348232254132423	Direction=Down;cor=0.01	58	0.999930595326927	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	camera_voom:estimated	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	55	-1	camera_direction_sign	0.697560230483422	camera_two_sided	TRUE	0.348780115241711	Direction=Down;cor=estimated	236	0.999930595326927	FALSE	NA
drop_WT1	cpmfilter_ge10_in2	as_is	ssgsea	IFN_ISG_COMPACT	up	25	0.0290524897370419	score_KO_minus_WT	0.708134417576987	welch_two_sided	TRUE	0.354067208788494	exact_perm_p=0.6;n_assign=10	869	0.996599659965997	FALSE	NA
drop_KO1	cpmfilter_ge10_in2	as_is	zmean_welch	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	0.0534450458669764	score_KO_minus_WT	0.708983685898157	welch_two_sided	TRUE	0.354491842949078	exact_perm_p=0.4;n_assign=10;perm_effect=0.0534	1206	0.999299929992999	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	roast_voom_mean	NHEJ_PLUS_POL	down	7	0.446437628231223	signed_neglog10_roast_p	0.357735773577358	roast_mean_Down_one_sided	TRUE	0.357735773577358	mixed_p=0.621;active_prop=0.143	59	0.999930595326927	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	as_is	camera_voom:zero	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	74	-1	camera_direction_sign	0.717084719567465	camera_two_sided	TRUE	0.358542359783733	Direction=Down;cor=0	223	0.999930595326927	FALSE	NA
drop_KO3	cpmfilter_ge10_in2	as_is	fry_voom	HALLMARK_DNA_REPAIR	down	142	-1	fry_direction_sign	0.728477733181371	fry_two_sided	TRUE	0.364238866590685	Direction=Down	1456	0.999299929992999	FALSE	NA
drop_WT1	cpmfilter_ge10_in2	as_is	roast_voom_mean	NHEJ_PLUS_POL	down	10	0.438139904061235	signed_neglog10_roast_p	0.364636463646365	roast_mean_Down_one_sided	TRUE	0.364636463646365	mixed_p=0.0874;active_prop=0.2	760	0.996599659965997	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	gsva	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	0.193823406305583	score_KO_minus_WT	0.729782539853457	welch_two_sided	TRUE	0.364891269926728	exact_perm_p=0.4;n_assign=10	1392	0.998791594936895	FALSE	NA
drop_KO3	cpmfilter_ge10_in2	as_is	ssgsea	NHEJ_CORE	down	6	-0.0177495913005969	score_KO_minus_WT	0.731182824714158	welch_two_sided	TRUE	0.365591412357079	exact_perm_p=0.4;n_assign=10	1531	0.999299929992999	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	camera_voom:mild	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	55	-1	camera_direction_sign	0.73620484177378	camera_two_sided	TRUE	0.36810242088689	Direction=Down;cor=0.01	238	0.999930595326927	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_mean_cpm_lt1	zmean_welch	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	18	0.0407748348916406	score_KO_minus_WT	0.744281107378256	welch_two_sided	TRUE	0.372140553689128	exact_perm_p=0.4;n_assign=20;perm_effect=0.0408	413	0.999930595326927	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	zmean_welch	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	0.204903853151255	score_KO_minus_WT	0.746651293986905	welch_two_sided	TRUE	0.373325646993452	exact_perm_p=0.4;n_assign=10;perm_effect=0.205	1349	0.998791594936895	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	ssgsea	IFN_ISG_COMPACT	up	26	0.0406296835245916	score_KO_minus_WT	0.746671837745684	welch_two_sided	TRUE	0.373335918872842	exact_perm_p=0.4;n_assign=10	1401	0.998791594936895	FALSE	NA
drop_KO3	cpmfilter_ge10_in2	as_is	zmean_welch	HALLMARK_DNA_REPAIR	down	142	-0.0582319851891472	score_KO_minus_WT	0.749476438874728	welch_two_sided	TRUE	0.374738219437364	exact_perm_p=0.4;n_assign=10;perm_effect=-0.0582	1452	0.999299929992999	FALSE	NA
drop_WT1	cpmfilter_ge10_in2	as_is	fry_voom	HALLMARK_DNA_REPAIR	down	142	-1	fry_direction_sign	0.750250200177777	fry_two_sided	TRUE	0.375125100088888	Direction=Down	791	0.996599659965997	FALSE	NA
drop_KO3	cpmfilter_ge10_in2	as_is	ssgsea	IFN_ISG_COMPACT	up	26	0.0391559975797181	score_KO_minus_WT	0.757169757385675	welch_two_sided	TRUE	0.378584878692838	exact_perm_p=0.4;n_assign=10	1534	0.999299929992999	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	fry_voom	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	down	31	-1	fry_direction_sign	0.759217837176165	fry_two_sided	TRUE	0.379608918588082	Direction=Down	219	0.999930595326927	FALSE	NA
drop_KO3	cpmfilter_ge10_in2	as_is	camera_voom:mild	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	1	camera_direction_sign	0.760139060078736	camera_two_sided	TRUE	0.380069530039368	Direction=Up;cor=0.01	1484	0.999299929992999	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	gsva	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	up	278	0.00808741038013659	score_KO_minus_WT	0.760391949413032	welch_two_sided	TRUE	0.380195974706516	exact_perm_p=0.4;n_assign=10	1394	0.998791594936895	FALSE	NA
drop_WT2	cpmfilter_ge10_in2	as_is	roast_voom_mean	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	73	0.419716060114816	signed_neglog10_roast_p	0.38043804380438	roast_mean_Down_one_sided	TRUE	0.38043804380438	mixed_p=0.016;active_prop=0.178	933	0.999693285022511	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	zmean_welch	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	0.0458909668719213	score_KO_minus_WT	0.761888171578039	welch_two_sided	TRUE	0.38094408578902	exact_perm_p=0.3;n_assign=10;perm_effect=0.0459	1339	0.998791594936895	FALSE	NA
all_null_vs_WT	cpmfilter_ge5_in2	as_is	gsva	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	29	0.0886600818897672	score_KO_minus_WT	0.762407035766072	welch_two_sided	TRUE	0.381203517883036	exact_perm_p=0.45;n_assign=20	594	0.999918062380311	FALSE	NA
drop_WT2	cpmfilter_ge10_in2	as_is	ssgsea	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	0.00498036833678783	score_KO_minus_WT	0.762481496420571	welch_two_sided	TRUE	0.381240748210286	exact_perm_p=0.4;n_assign=10	1016	0.999693285022511	FALSE	NA
drop_KO3	cpmfilter_ge10_in2	as_is	gsva	NHEJ_CORE	down	6	-0.121723937342954	score_KO_minus_WT	0.771359628849131	welch_two_sided	TRUE	0.385679814424565	exact_perm_p=0.4;n_assign=10	1512	0.999299929992999	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	camera_voom:zero	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	up	59	1	camera_direction_sign	0.774400844709284	camera_two_sided	TRUE	0.387200422354642	Direction=Up;cor=0	402	0.999930595326927	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	loo_gene:Sting1	zmean_welch	CGAS_STING_CORE	up	3	0.173462391298058	score_KO_minus_WT	0.776270719593741	welch_two_sided	TRUE	0.38813535979687	exact_perm_p=0.45;n_assign=20	86	NA	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_mean_cpm_lt1	camera_voom:zero	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	71	-1	camera_direction_sign	0.780339365538635	camera_two_sided	TRUE	0.390169682769317	Direction=Down;cor=0	230	0.999930595326927	FALSE	NA
drop_KO3	cpmfilter_ge10_in2	as_is	fry_voom	NHEJ_CORE	down	6	-1	fry_direction_sign	0.781642039768064	fry_two_sided	TRUE	0.390821019884032	Direction=Down	1421	0.999299929992999	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	as_is	camera_voom:mild	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	74	-1	camera_direction_sign	0.782697374879094	camera_two_sided	TRUE	0.391348687439547	Direction=Down;cor=0.01	224	0.999930595326927	TRUE	0.999930595326927
drop_WT3	cpmfilter_ge10_in2	as_is	gsva	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	0.0200422908636638	score_KO_minus_WT	0.784698305877584	welch_two_sided	TRUE	0.392349152938792	exact_perm_p=0.4;n_assign=10	1124	0.998428680686874	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	gsva	APM_MHC1_CORE	up	15	0.202910371145987	score_KO_minus_WT	0.785698640251605	welch_two_sided	TRUE	0.392849320125802	exact_perm_p=0.4;n_assign=10	1383	0.998791594936895	FALSE	NA
drop_WT1	cpmfilter_ge10_in2	as_is	gsva	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	0.094648468997684	score_KO_minus_WT	0.787831940623859	welch_two_sided	TRUE	0.39391597031193	exact_perm_p=0.6;n_assign=10	860	0.996599659965997	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	roast_voom_mean	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	0.404570587571051	signed_neglog10_roast_p	0.393939393939394	roast_mean_Up_one_sided	TRUE	0.393939393939394	mixed_p=0.376;active_prop=0.0714	1352	0.998791594936895	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	zmean_welch	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	down	31	-0.0308189354889065	score_KO_minus_WT	0.788629586631693	welch_two_sided	TRUE	0.394314793315847	exact_perm_p=0.4;n_assign=20;perm_effect=-0.0308	213	0.999930595326927	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	fry_voom	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	up	59	1	fry_direction_sign	0.788808531483496	fry_two_sided	TRUE	0.394404265741748	Direction=Up	405	0.999930595326927	FALSE	NA
drop_WT1	cpmfilter_ge10_in2	as_is	zmean_welch	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	0.101381702552914	score_KO_minus_WT	0.791209987082861	welch_two_sided	TRUE	0.395604993541431	exact_perm_p=0.6;n_assign=10;perm_effect=0.101	817	0.996599659965997	FALSE	NA
drop_WT2	cpmfilter_ge10_in2	as_is	zmean_welch	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	73	-0.0375382748753842	score_KO_minus_WT	0.791778370853712	welch_two_sided	TRUE	0.395889185426856	exact_perm_p=0.5;n_assign=10;perm_effect=-0.0375	930	0.999693285022511	FALSE	NA
drop_KO3	cpmfilter_ge10_in2	as_is	gsva	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	74	-0.0701123229417705	score_KO_minus_WT	0.795067132282238	welch_two_sided	TRUE	0.397533566141119	exact_perm_p=0.3;n_assign=10	1521	0.999299929992999	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in3	as_is	zmean_welch	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	0.0230371428692499	score_KO_minus_WT	0.799392844641279	welch_two_sided	TRUE	0.399696422320639	exact_perm_p=0.5;n_assign=20;perm_effect=0.023	674	0.999857019673561	FALSE	NA
drop_KO3	cpmfilter_ge10_in2	as_is	zmean_welch	NHEJ_CORE	down	6	-0.118816982941133	score_KO_minus_WT	0.803819931136911	welch_two_sided	TRUE	0.401909965568455	exact_perm_p=0.5;n_assign=10;perm_effect=-0.119	1417	0.999299929992999	FALSE	NA
drop_WT3	cpmfilter_ge10_in2	as_is	zmean_welch	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	73	-0.0360717728630573	score_KO_minus_WT	0.806207677997889	welch_two_sided	TRUE	0.403103838998944	exact_perm_p=0.4;n_assign=10;perm_effect=-0.0361	1063	0.998428680686874	FALSE	NA
drop_KO3	cpmfilter_ge10_in2	as_is	roast_voom_mean	NHEJ_CORE	down	6	0.394113029322103	signed_neglog10_roast_p	0.403540354035404	roast_mean_Down_one_sided	TRUE	0.403540354035404	mixed_p=0.795;active_prop=0	1420	0.999299929992999	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in3	as_is	ssgsea	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	0.00307872733384307	score_KO_minus_WT	0.81045021715096	welch_two_sided	TRUE	0.40522510857548	exact_perm_p=0.4;n_assign=20	750	0.999857019673561	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	as_is	zmean_welch	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	0.0213800308619784	score_KO_minus_WT	0.814948596826753	welch_two_sided	TRUE	0.407474298413376	exact_perm_p=0.5;n_assign=20;perm_effect=0.0214	262	0.999930595326927	TRUE	0.999930595326927
all_null_vs_WT	cpmfilter_ge10_in2	drop_mean_cpm_lt1	zmean_welch	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	0.0213800308619784	score_KO_minus_WT	0.814948596826753	welch_two_sided	TRUE	0.407474298413376	exact_perm_p=0.5;n_assign=20;perm_effect=0.0214	269	0.999930595326927	FALSE	NA
drop_KO3	cpmfilter_ge10_in2	as_is	gsva	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	0.140731440097355	score_KO_minus_WT	0.815341877762009	welch_two_sided	TRUE	0.407670938881005	exact_perm_p=0.4;n_assign=10	1525	0.999299929992999	FALSE	NA
drop_WT1	cpmfilter_ge10_in2	as_is	gsva	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	up	21	0.053213908557125	score_KO_minus_WT	0.815631332566131	welch_two_sided	TRUE	0.407815666283065	exact_perm_p=0.5;n_assign=10	861	0.996599659965997	FALSE	NA
drop_KO3	cpmfilter_ge10_in2	as_is	camera_voom:mild	NHEJ_CORE	down	6	-1	camera_direction_sign	0.816720855008991	camera_two_sided	TRUE	0.408360427504496	Direction=Down;cor=0.01	1419	0.999299929992999	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	as_is	camera_voom:estimated	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	74	-1	camera_direction_sign	0.817272346875966	camera_two_sided	TRUE	0.408636173437983	Direction=Down;cor=estimated	222	0.999930595326927	TRUE	0.999930595326927
drop_KO3	cpmfilter_ge10_in2	as_is	gsva	NHEJ_PLUS_POL	down	10	-0.0757487759488438	score_KO_minus_WT	0.817993154379884	welch_two_sided	TRUE	0.408996577189942	exact_perm_p=0.5;n_assign=10	1513	0.999299929992999	FALSE	NA
drop_WT2	cpmfilter_ge10_in2	as_is	fry_voom	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	73	-1	fry_direction_sign	0.818201531438295	fry_two_sided	TRUE	0.409100765719147	Direction=Down	934	0.999693285022511	FALSE	NA
drop_KO3	cpmfilter_ge10_in2	as_is	zmean_welch	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	0.17159781543894	score_KO_minus_WT	0.8188281885629	welch_two_sided	TRUE	0.40941409428145	exact_perm_p=0.4;n_assign=10;perm_effect=0.172	1482	0.999299929992999	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	camera_voom:mild	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	up	59	1	camera_direction_sign	0.819488356290204	camera_two_sided	TRUE	0.409744178145102	Direction=Up;cor=0.01	403	0.999930595326927	FALSE	NA
drop_KO3	cpmfilter_ge10_in2	as_is	ssgsea	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	0.00473777467617797	score_KO_minus_WT	0.820662726109398	welch_two_sided	TRUE	0.410331363054699	exact_perm_p=0.4;n_assign=10	1548	0.999299929992999	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	fry_voom	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	1	fry_direction_sign	0.824849457478213	fry_two_sided	TRUE	0.412424728739107	Direction=Up	1353	0.998791594936895	FALSE	NA
drop_WT3	cpmfilter_ge10_in2	as_is	fry_voom	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	73	-1	fry_direction_sign	0.829237526889502	fry_two_sided	TRUE	0.414618763444751	Direction=Down	1067	0.998428680686874	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	camera_voom:estimated	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	up	59	1	camera_direction_sign	0.829296464645314	camera_two_sided	TRUE	0.414648232322657	Direction=Up;cor=estimated	401	0.999930595326927	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_mean_cpm_lt1	camera_voom:mild	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	71	-1	camera_direction_sign	0.830458097270668	camera_two_sided	TRUE	0.415229048635334	Direction=Down;cor=0.01	231	0.999930595326927	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_mean_cpm_lt1	camera_voom:estimated	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	71	-1	camera_direction_sign	0.831627640869719	camera_two_sided	TRUE	0.41581382043486	Direction=Down;cor=estimated	229	0.999930595326927	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	139	0.0736242314153585	score_KO_minus_WT	0.83242107817515	welch_two_sided	TRUE	0.416210539087575	exact_perm_p=0.4;n_assign=10	1385	0.998791594936895	FALSE	NA
all_null_vs_WT	cpmfilter_ge5_in2	as_is	zmean_welch	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	0.0198786694998173	score_KO_minus_WT	0.833623765662931	welch_two_sided	TRUE	0.416811882831465	exact_perm_p=0.5;n_assign=20;perm_effect=0.0199	541	0.999918062380311	FALSE	NA
drop_WT3	cpmfilter_ge10_in2	as_is	roast_voom_mean	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	73	0.379196078385987	signed_neglog10_roast_p	0.417641764176418	roast_mean_Down_one_sided	TRUE	0.417641764176418	mixed_p=0.0128;active_prop=0.178	1066	0.998428680686874	FALSE	NA
all_null_vs_WT	cpmfilter_ge5_in2	as_is	zmean_welch	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	29	0.0750490153675902	score_KO_minus_WT	0.837106422266828	welch_two_sided	TRUE	0.418553211133414	exact_perm_p=0.5;n_assign=20;perm_effect=0.075	551	0.999918062380311	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	camera_voom:estimated	NHEJ_PLUS_POL	down	7	-1	camera_direction_sign	0.841014022612492	camera_two_sided	TRUE	0.420507011306246	Direction=Down;cor=estimated	56	0.999930595326927	FALSE	NA
drop_KO3	cpmfilter_ge10_in2	as_is	gsva	APM_MHC1_CORE	up	15	0.158574881590348	score_KO_minus_WT	0.842167422466543	welch_two_sided	TRUE	0.421083711233271	exact_perm_p=0.4;n_assign=10	1516	0.999299929992999	FALSE	NA
drop_KO3	cpmfilter_ge10_in2	as_is	roast_voom_mean	HALLMARK_DNA_REPAIR	down	142	0.372795616005417	signed_neglog10_roast_p	0.423842384238424	roast_mean_Down_one_sided	TRUE	0.423842384238424	mixed_p=4e-04;active_prop=0.19	1455	0.999299929992999	FALSE	NA
drop_KO1	cpmfilter_ge10_in2	as_is	roast_voom_mean	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	0.372488295920483	signed_neglog10_roast_p	0.424142414241424	roast_mean_Up_one_sided	TRUE	0.424142414241424	mixed_p=0.0024;active_prop=0.303	1209	0.999299929992999	FALSE	NA
drop_WT3	cpmfilter_ge10_in2	as_is	zmean_welch	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	0.0172606321620652	score_KO_minus_WT	0.850168487687577	welch_two_sided	TRUE	0.425084243843788	exact_perm_p=0.4;n_assign=10;perm_effect=0.0173	1073	0.998428680686874	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	as_is	ssgsea	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	0.00233119764079603	score_KO_minus_WT	0.852265817136599	welch_two_sided	TRUE	0.4261329085683	exact_perm_p=0.45;n_assign=20	484	0.999930595326927	TRUE	0.999930595326927
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	roast_voom_mean	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	down	31	0.369020449316001	signed_neglog10_roast_p	0.427542754275428	roast_mean_Down_one_sided	TRUE	0.427542754275428	mixed_p=0.0074;active_prop=0.226	218	0.999930595326927	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	fry_voom	HALLMARK_DNA_REPAIR	down	106	-1	fry_direction_sign	0.859084391016467	fry_two_sided	TRUE	0.429542195508234	Direction=Down	198	0.999930595326927	FALSE	NA
drop_WT1	cpmfilter_ge10_in2	as_is	fry_voom	NHEJ_PLUS_POL	down	10	-1	fry_direction_sign	0.859939928762248	fry_two_sided	TRUE	0.429969964381124	Direction=Down	761	0.996599659965997	FALSE	NA
drop_KO3	cpmfilter_ge10_in2	as_is	zmean_welch	NHEJ_PLUS_POL	down	10	-0.0578694786914449	score_KO_minus_WT	0.863015518689224	welch_two_sided	TRUE	0.431507759344612	exact_perm_p=0.5;n_assign=10;perm_effect=-0.0579	1422	0.999299929992999	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	loo_gene:Xrcc4	zmean_welch	NHEJ_CORE	down	5	-0.088224681956137	score_KO_minus_WT	0.867266919479953	welch_two_sided	TRUE	0.433633459739977	exact_perm_p=0.45;n_assign=20	29	NA	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	ssgsea	NHEJ_CORE	down	6	-0.00907674078830452	score_KO_minus_WT	0.870976111985273	welch_two_sided	TRUE	0.435488055992637	exact_perm_p=0.5;n_assign=10	1398	0.998791594936895	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	as_is	gsva	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	0.048362877753842	score_KO_minus_WT	0.875861665955992	welch_two_sided	TRUE	0.437930832977996	exact_perm_p=0.5;n_assign=20	461	0.999930595326927	TRUE	0.999930595326927
all_null_vs_WT	cpmfilter_ge5_in2	as_is	fry_voom	NHEJ_CORE	down	6	-1	fry_direction_sign	0.876252519647567	fry_two_sided	TRUE	0.438126259823783	Direction=Down	490	0.999918062380311	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in3	as_is	gsva	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	0.0479371900667931	score_KO_minus_WT	0.876877013554087	welch_two_sided	TRUE	0.438438506777043	exact_perm_p=0.5;n_assign=20	727	0.999857019673561	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in3	as_is	camera_voom:mild	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	73	-1	camera_direction_sign	0.880182730801639	camera_two_sided	TRUE	0.440091365400819	Direction=Down;cor=0.01	666	0.999857019673561	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	as_is	fry_voom	NHEJ_CORE	down	6	-1	fry_direction_sign	0.881908635661153	fry_two_sided	TRUE	0.440954317830577	Direction=Down	7	0.999930595326927	TRUE	0.999930595326927
all_null_vs_WT	cpmfilter_ge10_in2	drop_mean_cpm_lt1	fry_voom	NHEJ_CORE	down	6	-1	fry_direction_sign	0.881908635661153	fry_two_sided	TRUE	0.440954317830577	Direction=Down	14	0.999930595326927	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in3	as_is	ssgsea	IFN_ISG_COMPACT	up	25	0.0109068240719723	score_KO_minus_WT	0.886221614217004	welch_two_sided	TRUE	0.443110807108502	exact_perm_p=0.5;n_assign=20	736	0.999857019673561	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in3	as_is	fry_voom	NHEJ_CORE	down	6	-1	fry_direction_sign	0.887125228194002	fry_two_sided	TRUE	0.443562614097001	Direction=Down	623	0.999857019673561	FALSE	NA
all_null_vs_WT	cpmfilter_ge5_in2	as_is	zmean_welch	NHEJ_CORE	down	6	-0.0687557998842702	score_KO_minus_WT	0.89078814988111	welch_two_sided	TRUE	0.445394074940555	exact_perm_p=0.4;n_assign=20;perm_effect=-0.0688	486	0.999918062380311	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	as_is	zmean_welch	NHEJ_CORE	down	6	-0.066391035524629	score_KO_minus_WT	0.894383217153857	welch_two_sided	TRUE	0.447191608576929	exact_perm_p=0.4;n_assign=20;perm_effect=-0.0664	1	0.999930595326927	TRUE	0.999930595326927
